Airport.Code,Airport.Name,Time.Year,Statistics.Flights.Cancelled
PHL,"Philadelphia, PA: Philadelphia International",2004,149
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004,114
SAN,"San Diego, CA: San Diego International",2004,68
SEA,"Seattle, WA: Seattle/Tacoma International",2004,100
SFO,"San Francisco, CA: San Francisco International",2004,180
SLC,"Salt Lake City, UT: Salt Lake City International",2004,153
TPA,"Tampa, FL: Tampa International",2004,8
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004,583
BOS,"Boston, MA: Logan International",2004,182
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004,51
CLT,"Charlotte, NC: Charlotte Douglas International",2004,69
DCA,"Washington, DC: Ronald Reagan Washington National",2004,86
DEN,"Denver, CO: Denver International",2004,124
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004,520
DTW,"Detroit, MI: Detroit Metro Wayne County",2004,97
EWR,"Newark, NJ: Newark Liberty International",2004,127
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004,7
IAD,"Washington, DC: Washington Dulles International",2004,175
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004,270
JFK,"New York, NY: John F. Kennedy International",2004,35
LAS,"Las Vegas, NV: McCarran International",2004,107
LAX,"Los Angeles, CA: Los Angeles International",2004,157
LGA,"New York, NY: LaGuardia",2004,148
MCO,"Orlando, FL: Orlando International",2004,23
MDW,"Chicago, IL: Chicago Midway International",2004,37
MIA,"Miami, FL: Miami International",2004,27
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004,91
ORD,"Chicago, IL: Chicago O'Hare International",2004,666
PDX,"Portland, OR: Portland International",2004,76
PHL,"Philadelphia, PA: Philadelphia International",2004,134
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004,116
SAN,"San Diego, CA: San Diego International",2004,32
SEA,"Seattle, WA: Seattle/Tacoma International",2004,136
SFO,"San Francisco, CA: San Francisco International",2004,192
SLC,"Salt Lake City, UT: Salt Lake City International",2004,154
TPA,"Tampa, FL: Tampa International",2004,23
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004,921
BOS,"Boston, MA: Logan International",2004,488
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004,125
CLT,"Charlotte, NC: Charlotte Douglas International",2004,205
DCA,"Washington, DC: Ronald Reagan Washington National",2004,273
DEN,"Denver, CO: Denver International",2004,194
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004,559
DTW,"Detroit, MI: Detroit Metro Wayne County",2004,214
EWR,"Newark, NJ: Newark Liberty International",2004,309
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004,37
IAD,"Washington, DC: Washington Dulles International",2004,446
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004,153
JFK,"New York, NY: John F. Kennedy International",2004,191
LAS,"Las Vegas, NV: McCarran International",2004,154
LAX,"Los Angeles, CA: Los Angeles International",2004,391
LGA,"New York, NY: LaGuardia",2004,442
MCO,"Orlando, FL: Orlando International",2004,110
MDW,"Chicago, IL: Chicago Midway International",2004,100
MIA,"Miami, FL: Miami International",2004,38
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004,167
ORD,"Chicago, IL: Chicago O'Hare International",2004,994
PDX,"Portland, OR: Portland International",2004,65
PHL,"Philadelphia, PA: Philadelphia International",2004,391
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004,205
SAN,"San Diego, CA: San Diego International",2004,161
SEA,"Seattle, WA: Seattle/Tacoma International",2004,166
SFO,"San Francisco, CA: San Francisco International",2004,339
SLC,"Salt Lake City, UT: Salt Lake City International",2004,400
TPA,"Tampa, FL: Tampa International",2004,51
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,2418
BOS,"Boston, MA: Logan International",2005,1128
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,320
CLT,"Charlotte, NC: Charlotte Douglas International",2005,307
DCA,"Washington, DC: Ronald Reagan Washington National",2005,509
DEN,"Denver, CO: Denver International",2005,294
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,751
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,374
EWR,"Newark, NJ: Newark Liberty International",2005,701
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,113
IAD,"Washington, DC: Washington Dulles International",2005,802
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,185
JFK,"New York, NY: John F. Kennedy International",2005,455
LAS,"Las Vegas, NV: McCarran International",2005,261
LAX,"Los Angeles, CA: Los Angeles International",2005,443
LGA,"New York, NY: LaGuardia",2005,895
MCO,"Orlando, FL: Orlando International",2005,200
MDW,"Chicago, IL: Chicago Midway International",2005,252
MIA,"Miami, FL: Miami International",2005,120
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,320
ORD,"Chicago, IL: Chicago O'Hare International",2005,2216
PDX,"Portland, OR: Portland International",2005,137
PHL,"Philadelphia, PA: Philadelphia International",2005,784
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,291
SAN,"San Diego, CA: San Diego International",2005,137
SEA,"Seattle, WA: Seattle/Tacoma International",2005,185
SFO,"San Francisco, CA: San Francisco International",2005,323
SLC,"Salt Lake City, UT: Salt Lake City International",2005,536
TPA,"Tampa, FL: Tampa International",2005,146
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,1170
BOS,"Boston, MA: Logan International",2005,319
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,96
CLT,"Charlotte, NC: Charlotte Douglas International",2005,100
DCA,"Washington, DC: Ronald Reagan Washington National",2005,251
DEN,"Denver, CO: Denver International",2005,88
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,224
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,249
EWR,"Newark, NJ: Newark Liberty International",2005,314
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,18
IAD,"Washington, DC: Washington Dulles International",2005,139
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,159
JFK,"New York, NY: John F. Kennedy International",2005,122
LAS,"Las Vegas, NV: McCarran International",2005,97
LAX,"Los Angeles, CA: Los Angeles International",2005,180
LGA,"New York, NY: LaGuardia",2005,390
MCO,"Orlando, FL: Orlando International",2005,42
MDW,"Chicago, IL: Chicago Midway International",2005,78
MIA,"Miami, FL: Miami International",2005,34
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,125
ORD,"Chicago, IL: Chicago O'Hare International",2005,665
PDX,"Portland, OR: Portland International",2005,43
PHL,"Philadelphia, PA: Philadelphia International",2005,315
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,140
SAN,"San Diego, CA: San Diego International",2005,58
SEA,"Seattle, WA: Seattle/Tacoma International",2005,82
SFO,"San Francisco, CA: San Francisco International",2005,129
SLC,"Salt Lake City, UT: Salt Lake City International",2005,174
TPA,"Tampa, FL: Tampa International",2005,31
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,1207
BOS,"Boston, MA: Logan International",2005,434
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,115
CLT,"Charlotte, NC: Charlotte Douglas International",2005,168
DCA,"Washington, DC: Ronald Reagan Washington National",2005,279
DEN,"Denver, CO: Denver International",2005,87
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,184
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,205
EWR,"Newark, NJ: Newark Liberty International",2005,377
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,52
IAD,"Washington, DC: Washington Dulles International",2005,126
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,65
JFK,"New York, NY: John F. Kennedy International",2005,172
LAS,"Las Vegas, NV: McCarran International",2005,91
LAX,"Los Angeles, CA: Los Angeles International",2005,188
LGA,"New York, NY: LaGuardia",2005,544
MCO,"Orlando, FL: Orlando International",2005,59
MDW,"Chicago, IL: Chicago Midway International",2005,86
MIA,"Miami, FL: Miami International",2005,36
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,191
ORD,"Chicago, IL: Chicago O'Hare International",2005,584
PDX,"Portland, OR: Portland International",2005,25
PHL,"Philadelphia, PA: Philadelphia International",2005,317
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,106
SAN,"San Diego, CA: San Diego International",2005,45
SEA,"Seattle, WA: Seattle/Tacoma International",2005,87
SFO,"San Francisco, CA: San Francisco International",2005,122
SLC,"Salt Lake City, UT: Salt Lake City International",2005,165
TPA,"Tampa, FL: Tampa International",2005,52
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,934
BOS,"Boston, MA: Logan International",2005,182
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,56
CLT,"Charlotte, NC: Charlotte Douglas International",2005,119
DCA,"Washington, DC: Ronald Reagan Washington National",2005,123
DEN,"Denver, CO: Denver International",2005,492
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,295
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,134
EWR,"Newark, NJ: Newark Liberty International",2005,180
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,22
IAD,"Washington, DC: Washington Dulles International",2005,149
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,109
JFK,"New York, NY: John F. Kennedy International",2005,96
LAS,"Las Vegas, NV: McCarran International",2005,65
LAX,"Los Angeles, CA: Los Angeles International",2005,146
LGA,"New York, NY: LaGuardia",2005,187
MCO,"Orlando, FL: Orlando International",2005,32
MDW,"Chicago, IL: Chicago Midway International",2005,37
MIA,"Miami, FL: Miami International",2005,31
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,101
ORD,"Chicago, IL: Chicago O'Hare International",2005,389
PDX,"Portland, OR: Portland International",2005,39
PHL,"Philadelphia, PA: Philadelphia International",2005,145
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,78
SAN,"San Diego, CA: San Diego International",2005,39
SEA,"Seattle, WA: Seattle/Tacoma International",2005,101
SFO,"San Francisco, CA: San Francisco International",2005,101
SLC,"Salt Lake City, UT: Salt Lake City International",2005,189
TPA,"Tampa, FL: Tampa International",2005,45
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,669
BOS,"Boston, MA: Logan International",2005,120
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,43
CLT,"Charlotte, NC: Charlotte Douglas International",2005,120
DCA,"Washington, DC: Ronald Reagan Washington National",2005,90
DEN,"Denver, CO: Denver International",2005,115
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,177
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,96
EWR,"Newark, NJ: Newark Liberty International",2005,108
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,19
IAD,"Washington, DC: Washington Dulles International",2005,84
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,111
JFK,"New York, NY: John F. Kennedy International",2005,26
LAS,"Las Vegas, NV: McCarran International",2005,63
LAX,"Los Angeles, CA: Los Angeles International",2005,154
LGA,"New York, NY: LaGuardia",2005,133
MCO,"Orlando, FL: Orlando International",2005,16
MDW,"Chicago, IL: Chicago Midway International",2005,40
MIA,"Miami, FL: Miami International",2005,29
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,76
ORD,"Chicago, IL: Chicago O'Hare International",2005,652
PDX,"Portland, OR: Portland International",2005,32
PHL,"Philadelphia, PA: Philadelphia International",2005,88
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,103
SAN,"San Diego, CA: San Diego International",2005,51
SEA,"Seattle, WA: Seattle/Tacoma International",2005,100
SFO,"San Francisco, CA: San Francisco International",2005,98
SLC,"Salt Lake City, UT: Salt Lake City International",2005,148
TPA,"Tampa, FL: Tampa International",2005,21
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,1148
BOS,"Boston, MA: Logan International",2005,323
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,113
CLT,"Charlotte, NC: Charlotte Douglas International",2005,212
DCA,"Washington, DC: Ronald Reagan Washington National",2005,256
DEN,"Denver, CO: Denver International",2005,135
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,182
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,218
EWR,"Newark, NJ: Newark Liberty International",2005,508
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,36
IAD,"Washington, DC: Washington Dulles International",2005,313
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,68
JFK,"New York, NY: John F. Kennedy International",2005,130
LAS,"Las Vegas, NV: McCarran International",2005,84
LAX,"Los Angeles, CA: Los Angeles International",2005,185
LGA,"New York, NY: LaGuardia",2005,511
MCO,"Orlando, FL: Orlando International",2005,33
MDW,"Chicago, IL: Chicago Midway International",2005,47
MIA,"Miami, FL: Miami International",2005,58
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,113
ORD,"Chicago, IL: Chicago O'Hare International",2005,640
PDX,"Portland, OR: Portland International",2005,22
PHL,"Philadelphia, PA: Philadelphia International",2005,329
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,102
SAN,"San Diego, CA: San Diego International",2005,47
SEA,"Seattle, WA: Seattle/Tacoma International",2005,156
SFO,"San Francisco, CA: San Francisco International",2005,113
SLC,"Salt Lake City, UT: Salt Lake City International",2005,156
TPA,"Tampa, FL: Tampa International",2005,24
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,1793
BOS,"Boston, MA: Logan International",2005,330
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,109
CLT,"Charlotte, NC: Charlotte Douglas International",2005,195
DCA,"Washington, DC: Ronald Reagan Washington National",2005,304
DEN,"Denver, CO: Denver International",2005,178
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,576
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,409
EWR,"Newark, NJ: Newark Liberty International",2005,653
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,36
IAD,"Washington, DC: Washington Dulles International",2005,349
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,367
JFK,"New York, NY: John F. Kennedy International",2005,162
LAS,"Las Vegas, NV: McCarran International",2005,101
LAX,"Los Angeles, CA: Los Angeles International",2005,218
LGA,"New York, NY: LaGuardia",2005,533
MCO,"Orlando, FL: Orlando International",2005,50
MDW,"Chicago, IL: Chicago Midway International",2005,59
MIA,"Miami, FL: Miami International",2005,59
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005,206
ORD,"Chicago, IL: Chicago O'Hare International",2005,920
PDX,"Portland, OR: Portland International",2005,20
PHL,"Philadelphia, PA: Philadelphia International",2005,331
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005,157
SAN,"San Diego, CA: San Diego International",2005,46
SEA,"Seattle, WA: Seattle/Tacoma International",2005,56
SFO,"San Francisco, CA: San Francisco International",2005,123
SLC,"Salt Lake City, UT: Salt Lake City International",2005,119
TPA,"Tampa, FL: Tampa International",2005,59
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005,1840
BOS,"Boston, MA: Logan International",2005,316
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005,87
CLT,"Charlotte, NC: Charlotte Douglas International",2005,191
DCA,"Washington, DC: Ronald Reagan Washington National",2005,251
DEN,"Denver, CO: Denver International",2005,151
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005,690
DTW,"Detroit, MI: Detroit Metro Wayne County",2005,358
EWR,"Newark, NJ: Newark Liberty International",2005,418
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005,164
IAD,"Washington, DC: Washington Dulles International",2005,277
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005,322
JFK,"New York, NY: John F. Kennedy International",2005,129
LAS,"Las Vegas, NV: McCarran International",2005,94
LAX,"Los Angeles, CA: Los Angeles International",2005,202
LGA,"New York, NY: LaGuardia",2005,411
MCO,"Orlando, FL: Orlando International",2005,106
